0, 0
100, 0
200, 0
300, 0
400, 0
500, 0
600, 1
700, 3
800, 5
900, 8
1000, 11
1100, 15
1200, 21
1300, 26
1400, 31
1500, 40
1600, 50
1700, 74
1800, 112
1900, 122
2000, 169
2100, 176
2200, 175
2300, 202
2400, 259
2500, 292
2600, 336
2700, 358
2800, 357
2900, 396
3000, 518
