100, 0
200, 0
300, 0
400, 0
500, 0
600, 0
700, 0
800, 1
900, 1
1000, 2
1100, 3
1200, 7
1300, 10
1400, 13
1500, 14
1600, 20
1700, 23
1800, 33
1900, 38
2000, 44
2100, 52
2200, 61
2300, 67
2400, 83
2500, 93
2600, 106
2700, 118
2800, 130
2900, 150
3000, 162
